,mouth_curve,mouth_length,mouth_height,eyebrow_l,eyebrow_r,eye_length,eye_height,label
7433,0,18,-10,0.043478261,-0.8,3,-2,5
7434,0.166666667,14,-6,0.28,-0.7,3,-6,5
7435,-0.222222222,12,-10,0.086956522,-0.875,3,-2,5
7436,-0.076923077,20,-12,0.041666667,-0.9,4,0,5
7437,0.166666667,10,-5,0.25,-0.5,1,-3,5
7438,-0.0625,25,-14,0.090909091,-1,4,-2,5
7439,-0.428571429,10,-6,-0.166666667,-1.5,4,2,5
7440,0,9,-5,0.125,-0.625,3,-3,5
7441,0,18,-9,0.04,-0.7,4,-1,5
7442,0,18,-8,0.08,-0.888888889,3,-2,5
7443,-0.222222222,17,-10,-0.095238095,-1.2,4,-1,5
7444,0,9,-7,0.083333333,-0.727272727,1,-2,5
7445,-0.0625,21,-13,0.037037037,-0.777777778,4,-1,5
7446,-0.2,12,-17,0,-1.25,3,-2,5
7447,0,12,-6,0.19047619,-0.555555556,3,-4,5
7448,-0.1,15,-12,-0.047619048,-1,4,-1,5
7449,-0.071428571,20,-7,0.071428571,-0.888888889,4,-2,5
7450,0,17,-9,0.08,-0.7,3,-3,5
7451,-0.333333333,20,-14,-0.19047619,-1.111111111,3,2,5
7452,-0.090909091,15,-9,0.047619048,-1,3,-1,5
7453,0.111111111,15,-12,0.095238095,-0.75,3,-3,5
7454,-0.363636364,18,-11,-0.185185185,-1.25,4,2,5
7455,-0.3,18,-9,-0.238095238,-1.25,3,3,5
7456,0.166666667,5,-3,0.285714286,-0.666666667,2,-4,5
7457,-0.083333333,18,-13,0,-0.888888889,4,-1,5
7458,0,17,-11,0.115384615,-0.9,4,-3,5
7459,-0.3,17,-11,-0.086956522,-0.888888889,3,1,5
7460,0,13,-8,0.1,-0.857142857,2,-2,5
7461,-0.083333333,16,-12,0.074074074,-1.333333333,4,-5,5
7462,0,10,-9,0.166666667,-0.714285714,2,-2,5
7463,-0.076923077,16,-11,0,-1.142857143,4,-1,5
7464,-0.083333333,16,-14,0.043478261,-0.875,4,-2,5
7465,0,14,-3,0.19047619,-0.636363636,3,-3,5
7466,0,18,-11,0,-1,3,-1,5
7467,0.1,14,-11,0.222222222,-0.5,4,-9,5
7468,-0.083333333,18,-9,0.076923077,-0.636363636,3,-3,5
7469,0,11,-7,0.111111111,-0.833333333,2,-2,5
7470,0.25,12,-5,0.3,-0.454545455,2,-5,5
7471,-0.142857143,10,-6,0,-1.166666667,3,-2,5
7472,-0.25,15,-12,-0.357142857,-0.875,2,2,5
7473,0.083333333,14,-6,0.142857143,-0.666666667,2,-4,5
7474,-0.166666667,19,-12,-0.166666667,-1.375,4,1,5
7475,0.1,11,-7,0.333333333,-0.833333333,2,-5,5
7476,-0.428571429,13,-9,-0.375,-2,3,4,5
7477,-0.090909091,15,-10,-0.047619048,-0.875,3,-1,5
7478,-0.111111111,12,-9,0,-1,3,-2,5
7479,-0.3,16,-10,-0.181818182,-1.125,3,2,5
7480,0,9,-8,0.181818182,-0.777777778,2,-4,5
7481,0.1,12,-8,0.157894737,-0.833333333,2,-3,5
7482,-0.166666667,12,-4,0.2,-1.125,3,-3,5
7483,-0.090909091,16,-9,0,-0.857142857,3,-1,5
7484,-0.090909091,15,-9,-0.045454545,-1.142857143,3,-1,5
7485,-0.166666667,19,-13,-0.125,-0.727272727,4,1,5
7486,-0.1,15,-7,0,-0.8,3,-2,5
7487,-0.111111111,12,-7,0.095238095,-0.833333333,3,-2,5
7488,-0.125,14,-8,-0.038461538,-0.727272727,4,0,5
7489,-0.222222222,17,-11,-0.05,-0.888888889,3,1,5
7490,0.066666667,20,-12,0.2,-0.538461538,3,-6,5
7491,-0.1,14,-7,0,-0.857142857,3,-1,5
7492,0,8,-2,0.090909091,-0.833333333,2,-1,5
7493,-0.111111111,11,-8,0.086956522,-1.333333333,3,-5,5
7494,-0.272727273,16,-12,-0.074074074,-1.375,4,2,5
7495,-0.090909091,14,-10,0.083333333,-0.857142857,3,-2,5
7496,-0.6,12,-7,-0.461538462,-3.666666667,4,4,5
7497,-0.166666667,19,-12,-0.041666667,-1.428571429,4,1,5
7498,0,12,-4,0.08,-0.75,3,-1,5
7499,0.1,11,-5,0.266666667,-0.833333333,2,-3,5
7500,-0.1,17,-10,-0.047619048,-1,3,0,5
7501,-0.125,12,-8,0.047619048,-0.875,2,-1,5
7502,0.111111111,11,-8,0.105263158,-0.444444444,2,-4,5
7503,-0.222222222,19,-10,-0.235294118,-1.833333333,4,3,5
7504,-0.181818182,19,-16,0.047619048,-0.9,3,-1,5
7505,-0.166666667,17,-12,-0.043478261,-1,3,-1,5
7506,0.083333333,17,-9,0.185185185,-0.818181818,4,-2,5
7507,-0.6,11,-10,-0.047619048,-1.111111111,4,-2,5
7508,-0.090909091,16,-10,0,-1.142857143,4,-2,5
7509,0,14,-9,0.055555556,-0.833333333,2,-1,5
7510,-0.272727273,17,-13,-0.068965517,-1,5,0,5
7511,-0.333333333,8,-6,0,-1.6,3,0,5
7512,-0.076923077,19,-11,-0.086956522,-1,4,0,5
7513,0.5,10,-4,0.466666667,-0.454545455,2,-6,5
7514,0,18,-9,0.043478261,-0.9,3,-3,5
7515,-0.166666667,17,-6,0,-0.625,3,0,5
7516,-0.428571429,12,-10,0.047619048,-1,3,-2,5
7517,-0.333333333,14,-10,0,-0.363636364,5,-2,5
7518,-0.071428571,18,-14,0.153846154,-0.461538462,3,-7,5
7519,0.083333333,17,-11,0.173913043,-0.6,3,-5,5
7520,-0.333333333,14,-15,0.055555556,-1,3,-3,5
7521,0,14,-6,0.12,-0.8,3,-3,5
7522,0.2,14,-5,0.111111111,-0.714285714,3,-3,5
7523,-0.083333333,17,-9,0,-0.777777778,3,-1,5
7524,-0.111111111,10,-8,0.055555556,-1.5,2,-2,5
7525,-0.125,12,-5,0,-0.888888889,3,0,5
7526,-0.1,13,-13,0.047619048,-1.166666667,3,-1,5
7527,0.083333333,17,-9,0.130434783,-0.8,3,-3,5
7528,-0.071428571,19,-16,0.076923077,-0.7,3,-2,5
7529,0,15,-8,0.181818182,-0.583333333,3,-4,5
7530,0,21,-11,0.115384615,-0.727272727,4,-3,5
7531,0,11,-6,0.117647059,-0.714285714,2,-2,5
7532,-0.571428571,14,-8,-0.28,-1.333333333,5,1,5
7533,0.083333333,16,-10,0.2,-0.777777778,3,-3,5
7534,0.222222222,12,-7,0.2,-0.428571429,1,-3,5
7535,-0.1,15,-7,0.043478261,-0.8,3,-3,5
7536,0.090909091,12,-5,0.222222222,-0.75,3,-5,5
7537,-0.111111111,11,-14,0.086956522,-0.75,3,-4,5
7538,-0.142857143,15,-9,0,-1.333333333,3,-1,5
7539,-0.272727273,19,-12,-0.2,-1.125,3,3,5
7540,0.090909091,15,-9,0.272727273,-0.4,3,-5,5
7541,0.2,13,-8,0.294117647,-0.5,2,-6,5
7542,-0.285714286,11,-8,-0.157894737,-0.875,3,-1,5
7543,0,17,-11,0.08,-0.8,3,-4,5
7544,0,12,-5,0.206896552,-0.5,3,-4,5
7545,-0.166666667,15,-12,0.136363636,-1.142857143,3,-2,5
7546,-0.272727273,16,-18,-0.153846154,-1.142857143,3,1,5
7547,0.181818182,14,-7,0.3,-0.4,2,-7,5
7548,-0.363636364,18,-12,-0.269230769,-1.428571429,4,6,5
7549,0,17,-6,0.16,-0.666666667,3,-5,5
7550,0,15,-9,0.095238095,-0.666666667,2,-2,5
7551,-0.1,13,-7,-0.037037037,-0.818181818,4,-2,5
7552,-0.181818182,16,-9,-0.08,-1.222222222,3,0,5
7553,-0.333333333,20,-15,-0.285714286,-1.714285714,3,3,5
7554,-0.222222222,14,-9,-0.173913043,-0.888888889,4,1,5
7555,-0.222222222,15,-11,-0.176470588,-1.142857143,3,2,5
7556,-0.071428571,20,-11,0.04,-0.777777778,3,-2,5
7557,-0.153846154,19,-11,0,-1.25,3,1,5
7558,0,15,-11,0.130434783,-0.777777778,3,-5,5
7559,0.153846154,17,-8,0.230769231,-0.545454545,3,-6,5
7560,0,14,-5,0.16,-1.111111111,4,-4,5
7561,0.111111111,14,-6,0.133333333,-0.625,2,-1,5
7562,-0.25,13,-8,-0.105263158,-1.166666667,3,1,5
7563,0,13,-9,0.15,-0.666666667,2,-4,5
7564,0.181818182,14,-7,0.28,-0.6,3,-4,5
7565,-0.333333333,10,-6,-0.176470588,-1,3,1,5
7566,-0.083333333,16,-11,0,-1,4,-3,5
7567,0.090909091,13,-6,0.086956522,-0.875,3,-4,5
7568,0,14,-7,-0.045454545,-0.666666667,3,0,5
7569,-0.4,17,-6,-0.35,-1.8,4,4,5
7570,0,15,-8,0.142857143,-0.7,3,-3,5
7571,-0.181818182,15,-12,-0.045454545,-0.875,3,-1,5
7572,-0.083333333,15,-7,0.130434783,-1,3,-1,5
7573,0,16,-5,0,-0.8,3,-2,5
7574,0.2,12,-7,0.411764706,-0.333333333,2,-6,5
7575,-0.090909091,16,-10,0.033333333,-1,4,-4,5
7576,0.142857143,7,-1,0.411764706,-0.2,1,-7,5
7577,-0.090909091,17,-11,0.038461538,-0.888888889,4,-1,5
7578,0,19,-10,0,-0.888888889,4,0,5
7579,-0.090909091,17,-8,-0.095238095,-1,3,1,5
7580,0,18,-12,0.05,-0.625,3,-1,5
7581,0,8,-4,0.066666667,-0.714285714,1,-2,5
7582,-0.083333333,17,-13,0.1,-0.555555556,3,-1,5
7583,-0.125,15,-6,-0.142857143,-1.25,3,1,5
7584,0.272727273,14,-7,0.380952381,-0.363636364,2,-6,5
7585,-0.333333333,16,-9,-0.157894737,-1,3,1,5
7586,-0.142857143,13,-7,-0.071428571,-1.142857143,3,0,5
7587,-0.071428571,20,-10,0.129032258,-0.916666667,5,-4,5
7588,-0.083333333,17,-15,-0.04,-0.9,4,-2,5
7589,-0.090909091,16,-11,0,-0.888888889,4,-2,5
7590,-0.583333333,22,-19,-0.56,-1.714285714,4,6,5
7591,-0.125,13,-7,0.125,-0.888888889,4,-2,5
7592,-0.333333333,10,-6,-0.133333333,-1.2,2,2,5
7593,-0.666666667,10,-9,-0.388888889,-3,4,3,5
7594,0,11,-10,0.181818182,-0.375,2,-4,5
7595,0,15,-11,0.130434783,-0.777777778,3,-5,5
7596,-0.083333333,16,-9,0.086956522,-0.875,4,-4,5
7597,-0.090909091,17,-11,0.136363636,-0.888888889,3,-4,5
7598,-0.083333333,17,-11,0.043478261,-1,3,-2,5
7599,-0.125,10,-7,0.157894737,-1.2,3,-3,5
7600,0.153846154,19,-9,0.238095238,-0.615384615,2,-7,5
7601,-0.125,11,-5,0,-0.8,2,-1,5
7602,-0.4,17,-6,-0.333333333,-1.428571429,4,2,5
7603,-0.090909091,13,-11,0.1,-1,2,-2,5
7604,-0.181818182,18,-14,-0.136363636,-0.888888889,3,0,5
7605,-0.272727273,15,-13,0,-1.166666667,3,0,5
7606,0.1,14,-5,0.090909091,-0.666666667,3,-1,5
7607,-0.25,12,-6,-0.095238095,-0.875,2,0,5
7608,0,15,-8,0.227272727,-0.6,2,-4,5
7609,-0.090909091,14,-8,-0.125,-1.142857143,4,1,5
7610,0.222222222,13,-8,0.333333333,-0.5,2,-5,5
7611,0,13,-8,0.083333333,-0.75,3,-2,5
7612,0,12,-6,0.178571429,-0.583333333,4,-4,5
7613,0.2,13,-7,0.333333333,-0.333333333,3,-6,5
7614,-0.375,13,-11,0,-0.8,3,-2,5
7615,0,14,-8,0.125,-0.571428571,2,-1,5
7616,-0.083333333,17,-10,0,-1.142857143,3,-1,5
7617,-0.153846154,18,-13,0.08,-0.888888889,4,-2,5
7618,-0.083333333,15,-10,0.153846154,-1,4,-1,5
7619,0,17,-10,0.130434783,-0.875,3,-3,5
7620,0.625,9,-4,0.75,0,1,-8,5
7621,-0.076923077,17,-9,0.074074074,-1,4,-1,5
7622,0.1,15,-9,0.111111111,-0.625,2,-3,5
7623,-0.083333333,19,-12,0.1,-0.545454545,4,-1,5
7624,-0.090909091,17,-10,0.045454545,-0.666666667,3,-1,5
7625,-0.111111111,15,-9,0.045454545,-0.8,3,0,5
7626,-0.272727273,18,-15,-0.19047619,-1,3,0,5
7627,-0.555555556,16,-16,-0.705882353,-1.6,4,7,5
7628,-0.375,17,-13,-0.230769231,-1.4,3,2,5
7629,0,11,-7,0.136363636,-1,3,-3,5
7630,0.153846154,18,-10,0.24,-0.583333333,3,-7,5
7631,0.181818182,10,-12,0.392857143,-0.5,3,-9,5
7632,-0.125,14,-8,0.052631579,-1,4,-1,5
7633,-0.5,15,-13,-0.461538462,-1.8,2,3,5
7634,0.125,12,-4,0.117647059,-0.6,2,-4,5
7635,0,18,-14,0.083333333,-1,3,-3,5
7636,0,16,-11,0.130434783,-0.875,3,2,5
7637,0.222222222,12,-6,0.153846154,-0.5,2,-3,5
7638,-0.111111111,13,-7,0.076923077,-0.8,3,-1,5
7639,0.071428571,17,-5,0.107142857,-0.545454545,4,-3,5
7640,-0.25,20,-10,-0.08,-1,4,1,5
7641,0,8,-4,0,-0.8,1,-1,5
7642,-0.083333333,16,-10,0.142857143,-0.75,3,-2,5
7643,0.153846154,18,-10,0.185185185,-0.545454545,4,-3,5
7644,0.181818182,14,-9,0.346153846,-0.272727273,3,-7,5
7645,0,13,-9,0.173913043,-1,3,-2,5
7646,0,11,-7,0.083333333,-0.857142857,2,-2,5
7647,-0.111111111,14,-7,-0.055555556,-1.142857143,2,-2,5
7648,0,16,-10,0.125,-0.666666667,4,-2,5
7649,-0.083333333,17,-13,0.125,-1,4,-3,5
7650,0.090909091,17,-11,0.130434783,-0.8,3,-3,5
7651,-0.083333333,19,-11,0,-1.333333333,4,-1,5
7652,0,15,-6,0.076923077,-0.777777778,4,-3,5
7653,0,15,-9,0.15,-1.5,3,-2,5
7654,-0.2,18,-8,-0.210526316,-1.428571429,4,2,5
7655,-0.375,13,-13,-0.086956522,-1.375,4,-2,5
7656,-0.142857143,14,-11,0,-1.125,3,-1,5
7657,0,16,-8,0.12,-1,3,-1,5
7658,-0.090909091,17,-11,0.043478261,-1,4,0,5
7659,-0.166666667,16,-11,0,-1.111111111,4,-2,5
7660,-0.071428571,19,-12,0.074074074,-0.888888889,4,-4,5
7661,0.181818182,16,-8,0.2,-0.545454545,3,-6,5
7662,-0.3,18,-18,-0.136363636,-0.909090909,3,0,5
7663,-0.8,11,-8,-0.666666667,-3.5,3,5,5
7664,0.428571429,10,-3,0.52173913,-0.285714286,2,-9,5
7665,0,17,-9,0.148148148,-0.888888889,4,-5,5
7666,-0.153846154,20,-11,-0.04,-0.777777778,3,-1,5
7667,0.111111111,13,-4,0.105263158,-0.625,2,-3,5
7668,-0.1,14,-7,0.130434783,-0.875,3,-2,5
7669,-0.3,15,-6,-0.076923077,-0.875,4,0,5
7670,0.2,13,-7,0.227272727,-0.545454545,2,-6,5
7671,-0.071428571,19,-17,0.064516129,-0.75,5,-4,5
7672,-0.076923077,19,-12,-0.043478261,-1,3,-1,5
7673,0,16,-13,0.125,-1.166666667,3,-3,5
7674,0.3,14,-5,0.285714286,-0.416666667,2,-8,5
7675,0,15,-8,0.047619048,-0.75,4,-2,5
7676,0,15,-15,0.217391304,-0.5,3,-4,5
7677,-0.3,16,-10,-0.090909091,-1,4,0,5
7678,-0.142857143,10,-6,0.066666667,-0.666666667,3,-1,5
7679,-0.375,14,-8,-0.19047619,-0.777777778,3,2,5
7680,-0.076923077,14,-20,0.068965517,-1.285714286,4,-5,5
7681,-0.3,11,-14,-0.15,-3.5,3,1,5
7682,-0.25,12,-6,-0.095238095,-1.166666667,4,1,5
7683,-0.2,15,-9,-0.038461538,-1.222222222,3,-2,5
7684,-0.083333333,17,-11,-0.090909091,-0.857142857,3,0,5
7685,0.125,12,-5,0,-0.666666667,3,-2,5
7686,0,16,-13,-0.041666667,-1.25,3,-2,5
7687,0.5,14,-3,0.842105263,-0.272727273,2,-9,5
7688,0,12,-9,0,-1.166666667,3,-3,5
7689,0.090909091,16,-5,0.12,-0.545454545,3,-3,5
7690,-0.125,13,-8,0.05,-0.75,3,-2,5
7691,-0.1,14,-7,-0.041666667,-0.888888889,4,-2,5
7692,0,16,-6,0,-0.5,3,-3,5
7693,0,12,-9,0,-1,2,-1,5
7694,0.142857143,16,-8,0.148148148,-0.8,4,-4,5
7695,-0.222222222,17,-10,-0.157894737,-1.375,4,1,5
7696,-0.2,17,-13,-0.043478261,-1.25,4,0,5
7697,0,17,-9,0,-0.875,3,0,5
7698,-0.375,16,-9,-0.3125,-1.428571429,3,3,5
7699,0,13,-10,0.2,-0.875,2,-2,5
7700,-0.083333333,17,-10,0.04,-0.9,4,-4,5
7701,0,14,-13,0.115384615,-1.142857143,3,-4,5
7702,0,14,-8,0.125,-0.545454545,3,-4,5
7703,0.076923077,15,-10,0.269230769,-0.6,3,-7,5
7704,-0.333333333,12,-5,-0.333333333,-2.25,3,2,5
7705,-0.1,12,-8,0.083333333,-0.555555556,3,-1,5
7706,0.166666667,6,-3,0.333333333,-0.8,1,-4,5
7707,-0.222222222,14,-6,-0.1,-1.428571429,4,1,5
7708,-0.222222222,15,-10,-0.157894737,-1,3,0,5
7709,-0.083333333,17,-14,0.086956522,-0.777777778,3,-3,5
7710,-0.666666667,12,-9,-0.666666667,-2.666666667,3,5,5
7711,-0.083333333,15,-10,0.08,-0.571428571,4,-3,5
7712,0,14,-10,0.076923077,-1,3,-2,5
7713,0,12,-6,0.125,-0.777777778,3,-3,5
7714,0.1,14,-10,0.095238095,-0.8,3,-4,5
7715,-0.090909091,15,-10,0,-1,3,-2,5
7716,0.142857143,17,-12,0.269230769,-0.4,3,-6,5
7717,0,15,-6,0.043478261,-0.7,3,-2,5
7718,-0.181818182,16,-7,-0.095238095,-1,3,1,5
7719,-0.333333333,13,-16,-0.25,-2,3,3,5
7720,-0.75,16,-12,-0.368421053,-1.5,3,3,5
7721,0,17,-9,0.136363636,-0.625,3,-3,5
7722,0,16,-9,0.130434783,-0.636363636,3,-5,5
7723,-0.1,16,-10,0.137931034,-0.538461538,4,-4,5
7724,-0.111111111,13,-10,0.222222222,-0.625,2,-2,5
7725,0.166666667,14,-7,0.304347826,-0.625,2,-5,5
7726,0,16,-10,0.043478261,-0.875,4,-2,5
7727,-0.090909091,12,-12,0,-1.5,3,0,5
7728,-0.181818182,16,-11,-0.090909091,-1,3,-1,5
7729,0.083333333,15,-8,0.142857143,-0.625,2,-5,5
7730,-0.181818182,18,-11,0.052631579,-0.9,3,-1,5
7731,-0.166666667,9,-7,0.125,-1,2,-1,5
7732,0,14,-8,0.208333333,-0.8,4,-4,5
7733,0.090909091,16,-10,0.208333333,-0.538461538,2,-6,5
7734,0.166666667,16,-9,0.291666667,-0.5,3,-7,5
7735,0.076923077,18,-11,0.208333333,-0.636363636,3,-5,5
7736,-0.1,15,-5,-0.095238095,-0.875,3,-1,5
7737,-0.117647059,23,-14,0.034482759,-0.818181818,4,-3,5
7738,0,16,-7,0.125,-0.8,3,-3,5
7739,-0.0625,20,-14,0.121212121,-1,4,-5,5
7740,-0.777777778,17,-18,-0.571428571,-4.333333333,4,8,5
7741,0,16,-8,0.043478261,-0.875,4,-2,5
7742,-0.214285714,19,-15,-0.066666667,-1.111111111,5,-3,5
7743,-0.166666667,17,-12,0,-1.125,4,-1,5
7744,0,18,-20,0.037037037,-0.727272727,3,-1,5
7745,0,16,-12,0.083333333,-0.777777778,2,-2,5
7746,-0.2,17,-11,-0.095238095,-1.25,4,1,5
7747,0.272727273,13,-5,0.4375,0,1,-7,5
7748,-0.333333333,15,-18,-0.181818182,-1,3,1,5
7749,0,12,-10,0.086956522,-0.6,2,-4,5
7750,-0.142857143,14,-8,-0.117647059,-1,2,2,5
7751,-0.142857143,12,-5,-0.125,-0.857142857,2,0,5
7752,-0.25,21,-12,-0.19047619,-1.285714286,3,3,5
7753,0,13,-9,0.090909091,-1,2,-2,5
7754,-0.083333333,18,-10,0,-0.9,3,0,5
7755,0.090909091,15,-8,0.285714286,-0.666666667,3,-5,5
7756,-0.5,11,-9,-0.153846154,-0.9,5,-2,5
7757,0.222222222,12,-10,0.19047619,-0.6,2,-6,5
7758,-0.3,15,-13,-0.181818182,-1.166666667,3,3,5
7759,-0.4,11,-8,-0.333333333,-1.8,3,2,5
7760,0.111111111,14,-8,0.25,-0.545454545,3,-4,5
7761,-0.2,14,-10,-0.045454545,-1.142857143,3,0,5
7762,0,14,-11,0.166666667,-0.714285714,2,-2,5
7763,0,17,-9,0.086956522,-0.7,3,-1,5
7764,0,16,-11,0.045454545,-1,3,-2,5
7765,0.142857143,9,-7,0.173913043,-0.6,2,-5,5
7766,-0.071428571,21,-11,-0.043478261,-1,3,1,5
7767,0,12,-7,0.176470588,-0.555555556,2,-3,5
7768,-0.083333333,18,-11,0.16,-0.727272727,3,-3,5
7769,-0.142857143,19,-11,0.034482759,-0.9,4,-2,5
7770,0,15,-9,0.05,-0.777777778,2,-2,5
7771,0,17,-8,0.148148148,-0.636363636,3,-5,5
7772,-0.125,14,-9,-0.058823529,-1.125,3,-1,5
7773,0,14,-9,0.166666667,-0.5,3,-3,5
7774,-0.071428571,20,-9,0,-0.636363636,4,-4,5
7775,-0.2,15,-10,-0.142857143,-1.166666667,3,0,5
7776,-0.5,10,-7,-0.285714286,-2.5,3,1,5
7777,0,15,-10,0.166666667,-1.142857143,3,-2,5
7778,-0.133333333,19,-12,-0.12,-1.166666667,3,1,5
7779,0.222222222,8,-4,0.315789474,-0.8,2,-6,5
7780,-0.8,19,-14,-0.48,-2.4,5,8,5
7781,-0.0625,22,-11,0,-0.909090909,5,-4,5
7782,0.2,8,-4,0.363636364,-0.666666667,2,-4,5
7783,-0.111111111,13,-7,0.045454545,-0.625,3,-1,5
7784,-0.1,16,-9,0.05,-1,3,-1,5
7785,0,12,-9,0.115384615,-1,4,-7,5
7786,-0.222222222,13,-7,-0.157894737,-1,2,0,5
7787,-0.125,10,-7,0.157894737,-1,3,-2,5
7788,0.1,13,-7,0.208333333,-0.4,2,-6,5
7789,-0.1,15,-6,0.038461538,-0.727272727,4,-3,5
7790,-0.230769231,22,-13,-0.185185185,-1.25,5,2,5
7791,-0.384615385,24,-14,-0.296296296,-1.571428571,5,7,5
7792,0.1,15,-10,0.25,-0.6,2,-5,5
7793,0.090909091,16,-5,0.045454545,-0.75,3,-1,5
7794,-0.333333333,14,-8,-0.1,-1.285714286,4,1,5
7795,0,17,-10,0.166666667,-0.666666667,3,-4,5
7796,0,17,-9,0.083333333,-0.875,4,-2,5
7797,0,12,-6,0.058823529,-0.625,2,-1,5
7798,-0.090909091,16,-9,0.045454545,-0.875,3,-1,5
7799,0.1,14,-11,0.333333333,-0.714285714,2,-4,5
7800,-0.111111111,13,-11,0.125,-0.461538462,2,-4,5
7801,-0.153846154,17,-11,0,-1,5,-1,5
7802,-0.3,16,-7,-0.192307692,-1,4,2,5
7803,-0.125,13,-11,-0.142857143,-0.875,2,0,5
7804,-0.5,16,-7,-0.294117647,-2,3,4,5
7805,0,18,-11,0.083333333,-0.727272727,3,-1,5
7806,-0.2,14,-9,0,-1.125,3,-2,5
7807,-0.166666667,13,-9,0.076923077,-1.142857143,2,-1,5
7808,0,13,-7,0,-1,2,0,5
7809,0.125,13,-6,0.066666667,-0.444444444,2,-3,5
7810,0,14,-6,0.115384615,-0.888888889,3,-3,5
7811,-0.4,16,-12,-0.411764706,-1.5,3,4,5
7812,-0.090909091,18,-10,0.052631579,-1,4,-2,5
7813,-0.181818182,16,-10,-0.083333333,-1,4,0,5
7814,-0.111111111,12,-6,0.045454545,-0.555555556,2,-1,5
7815,-0.1,12,-14,0.043478261,-1,3,-3,5
7816,-0.2,15,-11,-0.1,-0.666666667,2,-2,5
7817,0.090909091,16,-9,0.1,-0.7,3,-3,5
7818,0,18,-9,-0.05,-0.75,3,1,5
7819,-0.222222222,14,-8,-0.12,-1.111111111,3,-1,5
7820,-0.125,11,-6,0.111111111,-1,2,-2,5
7821,-0.111111111,12,-6,0.090909091,-0.875,3,-3,5
7822,-0.142857143,8,-8,0.055555556,-0.625,2,-2,5
7823,-0.083333333,18,-9,0.038461538,-1,4,-2,5
7824,-0.125,11,-6,-0.038461538,-0.7,4,-1,5
7825,0,13,-8,0.307692308,-1.166666667,2,-3,5
7826,0,14,-8,0.117647059,-0.625,2,-3,5
7827,0,16,-10,0.08,-0.875,3,-2,5
7828,0,14,-8,0.130434783,-0.8,3,-3,5
7829,0,9,-10,0.142857143,-1.6,3,-3,5
7830,0.166666667,15,-8,0.35,-0.555555556,2,-6,5
7831,-0.083333333,18,-9,-0.1,-1,3,0,5
7832,-0.142857143,15,-10,0.214285714,-0.777777778,2,-1,5
7833,-0.125,16,-10,0,-1,3,-1,5
7834,-0.2,9,-7,0.0625,-1,2,0,5
7835,-0.333333333,12,-8,-0.214285714,-1.6,3,1,5
7836,-0.181818182,17,-10,0,-1.125,4,-1,5
7837,-0.25,15,-10,-0.176470588,-1.166666667,4,2,5
7838,-0.555555556,16,-9,-0.45,-1.8,4,5,5
7839,0,16,-8,0.1875,-1.285714286,3,-1,5
7840,-0.5,17,-12,-0.272727273,-2.2,4,3,5
7841,-0.076923077,17,-13,-0.086956522,-1.142857143,3,-2,5
7842,-0.222222222,12,-9,-0.052631579,-0.714285714,3,-1,5
7843,0,12,-7,0.090909091,-1,3,-2,5
7844,-0.090909091,14,-9,0.142857143,-0.7,4,-5,5
7845,-0.181818182,15,-12,-0.238095238,-1.142857143,3,-2,5
7846,0,10,-3,0,-0.714285714,2,-2,5
7847,0,20,-10,0.125,-0.888888889,4,-2,5
7848,0.222222222,15,-8,0.210526316,-0.545454545,3,-4,5
7849,-0.1,15,-9,0.052631579,-0.875,3,-2,5
7850,-0.2,16,-7,-0.428571429,-2.25,4,7,5
7851,0,13,-7,0.045454545,-0.7,4,-1,5
7852,0,16,-10,0.043478261,-0.666666667,3,-2,5
7853,0.153846154,19,-9,0.346153846,-0.285714286,4,-8,5
7854,0.090909091,14,-8,0.227272727,-0.555555556,3,-4,5
7855,-0.3,15,-12,-0.153846154,-1.666666667,4,3,5
7856,0.375,9,-5,0.6,-0.090909091,1,-9,5
7857,-0.1,12,-9,0.05,-1.4,3,-1,5
7858,-0.363636364,19,-9,-0.217391304,-2.166666667,4,2,5
7859,-0.272727273,16,-12,0,-0.666666667,3,-1,5
7860,-0.083333333,16,-11,0.111111111,-0.8,3,-4,5
7861,-0.181818182,18,-14,-0.142857143,-1.111111111,4,0,5
7862,-0.076923077,18,-11,0.04,-0.777777778,3,-1,5
7863,-0.545454545,19,-11,-0.461538462,-1.571428571,5,7,5
7864,0,17,-9,0.166666667,-0.7,3,-4,5
7865,0.222222222,16,-5,0.294117647,-1,3,-3,5
7866,-0.090909091,16,-9,-0.043478261,-1,3,-1,5
7867,-0.333333333,12,-15,-0.047619048,-1.285714286,3,-3,5
7868,-0.076923077,18,-10,0,-0.888888889,3,-1,5
7869,-0.181818182,16,-9,-0.047619048,-0.714285714,4,1,5
7870,0.125,15,-6,0.315789474,-0.9,3,-5,5
7871,-0.2,15,-19,-0.1,-1,3,-1,5
7872,0,15,-9,0.166666667,-0.75,3,-2,5
7873,-0.125,14,-9,0,-0.8,3,-2,5
7874,0,16,-9,0.05,-0.888888889,3,-4,5
7875,-0.2,14,-15,0.090909091,-1,3,-4,5
7876,0,14,-7,-0.041666667,-0.9,4,-1,5
7877,-0.2,11,-4,-0.066666667,-1.4,2,2,5
7878,-0.153846154,18,-14,0.090909091,-1.4,3,-1,5
7879,0,16,-15,0.1,-1.125,3,-2,5
7880,-0.071428571,22,-13,-0.043478261,-1,3,1,5
7881,-0.111111111,14,-8,-0.04,-0.9,4,-1,5
7882,0,13,-9,0.173913043,-0.7,3,-4,5
7883,0,17,-9,0.157894737,-0.875,3,-3,5
